"species","loc","year","lat","long","family","genus","n.ind","n.pos","total.ind","total.loc"
"Litoria serrata","145.629,-17.117",1999,-17.117,145.629,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.629,-17.117",2001,-17.117,145.629,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.631,-17.281",1998,-17.281,145.631,"Pelodryadidae","Litoria",8,2,1168,124
"Litoria serrata","145.631,-17.281",2000,-17.281,145.631,"Pelodryadidae","Litoria",11,1,1168,124
"Litoria serrata","145.632,-17.666",2001,-17.666,145.632,"Pelodryadidae","Litoria",15,3,1168,124
"Litoria serrata","145.645,-17.774",1998,-17.774,145.645,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.645,-17.774",1999,-17.774,145.645,"Pelodryadidae","Litoria",6,0,1168,124
"Litoria serrata","145.645,-17.774",2000,-17.774,145.645,"Pelodryadidae","Litoria",6,0,1168,124
"Litoria serrata","145.645,-17.774",2001,-17.774,145.645,"Pelodryadidae","Litoria",7,0,1168,124
"Litoria serrata","145.645,-17.774",2002,-17.774,145.645,"Pelodryadidae","Litoria",18,4,1168,124
"Litoria serrata","145.646,-17.772",2004,-17.772,145.646,"Pelodryadidae","Litoria",25,12,1168,124
"Litoria serrata","145.646,-17.772",2005,-17.772,145.646,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.666,-16.879",1999,-16.879,145.666,"Pelodryadidae","Litoria",6,0,1168,124
"Litoria serrata","145.671,-17.701",2001,-17.701,145.671,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.678,-16.967",1999,-16.967,145.678,"Pelodryadidae","Litoria",4,2,1168,124
"Litoria serrata","145.678,-16.967",2002,-16.967,145.678,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.691,-17.418",2001,-17.418,145.691,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","145.695,-17.418",1998,-17.418,145.695,"Pelodryadidae","Litoria",2,2,1168,124
"Litoria serrata","145.702,-17.427",1998,-17.427,145.702,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.702,-17.427",2001,-17.427,145.702,"Pelodryadidae","Litoria",16,0,1168,124
"Litoria serrata","145.703,-17.426",2004,-17.426,145.703,"Pelodryadidae","Litoria",15,7,1168,124
"Litoria serrata","145.703,-17.426",2005,-17.426,145.703,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.715,-17.366",2005,-17.366,145.715,"Pelodryadidae","Litoria",14,3,1168,124
"Litoria serrata","145.717,-17.416",1998,-17.416,145.717,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","145.718,-17.374",2000,-17.374,145.718,"Pelodryadidae","Litoria",6,0,1168,124
"Litoria serrata","145.731,-17.375",2000,-17.375,145.731,"Pelodryadidae","Litoria",4,0,1168,124
"Litoria serrata","145.756,-17.599",1998,-17.599,145.756,"Pelodryadidae","Litoria",7,0,1168,124
"Litoria serrata","145.756,-17.599",1999,-17.599,145.756,"Pelodryadidae","Litoria",3,1,1168,124
"Litoria serrata","145.756,-17.599",2000,-17.599,145.756,"Pelodryadidae","Litoria",4,0,1168,124
"Litoria serrata","145.757,-17.587",2000,-17.587,145.757,"Pelodryadidae","Litoria",10,0,1168,124
"Litoria serrata","145.757,-17.597",2004,-17.597,145.757,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","145.757,-17.597",2005,-17.597,145.757,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.772,-17.372",1999,-17.372,145.772,"Pelodryadidae","Litoria",6,0,1168,124
"Litoria serrata","145.772,-17.372",2000,-17.372,145.772,"Pelodryadidae","Litoria",9,1,1168,124
"Litoria serrata","145.775,-17.242",1999,-17.242,145.775,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.775,-17.242",2000,-17.242,145.775,"Pelodryadidae","Litoria",2,1,1168,124
"Litoria serrata","145.797,-18.215",2005,-18.215,145.797,"Pelodryadidae","Litoria",38,27,1168,124
"Litoria serrata","145.807,-18.213",1989,-18.213,145.807,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","145.807,-18.213",1998,-18.213,145.807,"Pelodryadidae","Litoria",6,2,1168,124
"Litoria serrata","145.807,-18.213",1999,-18.213,145.807,"Pelodryadidae","Litoria",7,0,1168,124
"Litoria serrata","145.807,-18.213",2000,-18.213,145.807,"Pelodryadidae","Litoria",11,1,1168,124
"Litoria serrata","145.838,-18.199",1998,-18.199,145.838,"Pelodryadidae","Litoria",9,1,1168,124
"Litoria serrata","145.838,-18.199",1999,-18.199,145.838,"Pelodryadidae","Litoria",10,0,1168,124
"Litoria serrata","145.838,-18.199",2000,-18.199,145.838,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.844,-17.43",1999,-17.43,145.844,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.844,-17.43",2000,-17.43,145.844,"Pelodryadidae","Litoria",3,0,1168,124
"Litoria serrata","145.844,-17.43",2001,-17.43,145.844,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","145.883,-18.203",2005,-18.203,145.883,"Pelodryadidae","Litoria",54,4,1168,124
"Litoria serrata","145.921,-17.309",2005,-17.309,145.921,"Pelodryadidae","Litoria",31,25,1168,124
"Litoria serrata","145.954,-18.394",2000,-18.394,145.954,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","146.063,-17.852",1999,-17.852,146.063,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria serrata","146.063,-17.852",2000,-17.852,146.063,"Pelodryadidae","Litoria",2,0,1168,124
"Litoria serrata","146.068,-18.413",1999,-18.413,146.068,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","146.068,-18.413",2000,-18.413,146.068,"Pelodryadidae","Litoria",4,0,1168,124
"Litoria serrata","146.165,-18.981",1990,-18.981,146.165,"Pelodryadidae","Litoria",5,0,1168,124
"Litoria serrata","146.165,-18.981",1991,-18.981,146.165,"Pelodryadidae","Litoria",7,4,1168,124
"Litoria serrata","146.165,-18.981",1998,-18.981,146.165,"Pelodryadidae","Litoria",1,1,1168,124
"Litoria serrata","146.173,-18.982",2005,-18.982,146.173,"Pelodryadidae","Litoria",57,34,1168,124
"Litoria serrata","146.183,-19",2010,-19,146.183,"Pelodryadidae","Litoria",21,5,1168,124
"Litoria serrata","146.23,-19.009",1990,-19.009,146.23,"Pelodryadidae","Litoria",1,0,1168,124
"Litoria verreauxii","145.928,-37.439",2011,-37.439,145.928,"Pelodryadidae","Litoria",44,0,2361,41
"Litoria verreauxii","146.496,-37.236",2008,-37.236,146.496,"Pelodryadidae","Litoria",1,0,2361,41
"Litoria verreauxii","147.122,-37.084",2008,-37.084,147.122,"Pelodryadidae","Litoria",5,0,2361,41
"Litoria verreauxii","147.122,-37.084",2009,-37.084,147.122,"Pelodryadidae","Litoria",27,2,2361,41
"Litoria verreauxii","147.148,-36.973",2006,-36.973,147.148,"Pelodryadidae","Litoria",20,16,2361,41
"Litoria verreauxii","147.148,-36.973",2008,-36.973,147.148,"Pelodryadidae","Litoria",5,0,2361,41
"Litoria verreauxii","147.157,-37.103",2009,-37.103,147.157,"Pelodryadidae","Litoria",1,0,2361,41
"Litoria verreauxii","147.167,-37.11",2008,-37.11,147.167,"Pelodryadidae","Litoria",3,0,2361,41
"Litoria verreauxii","147.24,-37.018",2011,-37.018,147.24,"Pelodryadidae","Litoria",38,36,2361,41
"Litoria verreauxii","147.331,-37.049",1999,-37.049,147.331,"Pelodryadidae","Litoria",2,0,2361,41
"Litoria verreauxii","148.261,-36.316",2006,-36.316,148.261,"Pelodryadidae","Litoria",6,0,2361,41
"Litoria verreauxii","148.261,-36.316",2008,-36.316,148.261,"Pelodryadidae","Litoria",12,0,2361,41
"Litoria verreauxii","148.261,-36.316",2011,-36.316,148.261,"Pelodryadidae","Litoria",59,0,2361,41
"Litoria verreauxii","148.32,-36.037",2006,-36.037,148.32,"Pelodryadidae","Litoria",7,4,2361,41
"Litoria verreauxii","148.323,-36.036",2011,-36.036,148.323,"Pelodryadidae","Litoria",36,34,2361,41
"Litoria verreauxii","148.328,-36.016",2013,-36.016,148.328,"Pelodryadidae","Litoria",280,207,2361,41
"Litoria verreauxii","148.399,-35.96",2013,-35.96,148.399,"Pelodryadidae","Litoria",65,50,2361,41
"Litoria verreauxii","148.401,-35.958",2013,-35.958,148.401,"Pelodryadidae","Litoria",302,221,2361,41
"Litoria verreauxii","148.45,-35.891",2011,-35.891,148.45,"Pelodryadidae","Litoria",37,9,2361,41
"Litoria verreauxii","148.45,-35.891",2012,-35.891,148.45,"Pelodryadidae","Litoria",89,32,2361,41
"Litoria verreauxii","148.45,-35.891",2013,-35.891,148.45,"Pelodryadidae","Litoria",40,0,2361,41
"Litoria verreauxii","148.452,-36.372",2013,-36.372,148.452,"Pelodryadidae","Litoria",13,12,2361,41
"Litoria verreauxii","148.484,-36.359",2013,-36.359,148.484,"Pelodryadidae","Litoria",374,174,2361,41
"Litoria verreauxii","148.486,-36.359",2013,-36.359,148.486,"Pelodryadidae","Litoria",1,1,2361,41
"Litoria verreauxii","148.487,-36.358",2011,-36.358,148.487,"Pelodryadidae","Litoria",34,19,2361,41
"Litoria verreauxii","148.496,-35.861",2011,-35.861,148.496,"Pelodryadidae","Litoria",35,32,2361,41
"Litoria verreauxii","148.496,-35.861",2012,-35.861,148.496,"Pelodryadidae","Litoria",84,55,2361,41
"Litoria verreauxii","148.496,-35.861",2013,-35.861,148.496,"Pelodryadidae","Litoria",30,4,2361,41
"Litoria verreauxii","148.498,-35.867",2006,-35.867,148.498,"Pelodryadidae","Litoria",19,14,2361,41
"Litoria verreauxii","148.498,-35.867",2008,-35.867,148.498,"Pelodryadidae","Litoria",5,4,2361,41
"Litoria verreauxii","148.5,-36.359",2013,-36.359,148.5,"Pelodryadidae","Litoria",343,159,2361,41
"Litoria verreauxii","148.528,-36.005",2012,-36.005,148.528,"Pelodryadidae","Litoria",120,3,2361,41
"Litoria verreauxii","148.565,-36.15",2011,-36.15,148.565,"Pelodryadidae","Litoria",30,27,2361,41
"Litoria verreauxii","148.565,-36.15",2012,-36.15,148.565,"Pelodryadidae","Litoria",89,80,2361,41
"Litoria verreauxii","148.565,-36.15",2013,-36.15,148.565,"Pelodryadidae","Litoria",30,11,2361,41
"Litoria verreauxii","148.689,-35.623",2006,-35.623,148.689,"Pelodryadidae","Litoria",9,9,2361,41
"Litoria verreauxii","148.956,-35.628",2011,-35.628,148.956,"Pelodryadidae","Litoria",20,16,2361,41
"Litoria verreauxii","149.024,-35.409",2011,-35.409,149.024,"Pelodryadidae","Litoria",12,8,2361,41
"Litoria verreauxii","149.036,-35.31",2011,-35.31,149.036,"Pelodryadidae","Litoria",17,15,2361,41
"Litoria verreauxii","149.085,-35.095",2011,-35.095,149.085,"Pelodryadidae","Litoria",16,13,2361,41
"Litoria verreauxii","152.607,-26.68",2006,-26.68,152.607,"Pelodryadidae","Litoria",1,0,2361,41
"Litoria wilcoxii","145.331,-16.47",2005,-16.47,145.331,"Pelodryadidae","Litoria",34,7,2783,93
"Litoria wilcoxii","145.611,-17.751",2005,-17.751,145.611,"Pelodryadidae","Litoria",19,6,2783,93
"Litoria wilcoxii","145.68,-16.962",2005,-16.962,145.68,"Pelodryadidae","Litoria",39,17,2783,93
"Litoria wilcoxii","145.816,-18.153",2005,-18.153,145.816,"Pelodryadidae","Litoria",28,17,2783,93
"Litoria wilcoxii","145.869,-17.342",2005,-17.342,145.869,"Pelodryadidae","Litoria",34,5,2783,93
"Litoria wilcoxii","145.878,-17.925",2005,-17.925,145.878,"Pelodryadidae","Litoria",19,7,2783,93
"Litoria wilcoxii","145.944,-18.417",2005,-18.417,145.944,"Pelodryadidae","Litoria",36,0,2783,93
"Litoria wilcoxii","146.255,-18.98",2005,-18.98,146.255,"Pelodryadidae","Litoria",5,0,2783,93
"Litoria wilcoxii","146.947,-19.435",2005,-19.435,146.947,"Pelodryadidae","Litoria",35,0,2783,93
"Litoria wilcoxii","148.613,-20.826",2005,-20.826,148.613,"Pelodryadidae","Litoria",38,1,2783,93
"Litoria wilcoxii","148.64,-21.08",2005,-21.08,148.64,"Pelodryadidae","Litoria",35,0,2783,93
"Litoria wilcoxii","149.676,-37.269",2005,-37.269,149.676,"Pelodryadidae","Litoria",30,0,2783,93
"Litoria wilcoxii","149.859,-36.994",2005,-36.994,149.859,"Pelodryadidae","Litoria",33,19,2783,93
"Litoria wilcoxii","149.894,-36.575",2005,-36.575,149.894,"Pelodryadidae","Litoria",34,15,2783,93
"Litoria wilcoxii","150.059,-35.575",2005,-35.575,150.059,"Pelodryadidae","Litoria",20,14,2783,93
"Litoria wilcoxii","150.216,-35.341",2005,-35.341,150.216,"Pelodryadidae","Litoria",10,7,2783,93
"Litoria wilcoxii","150.521,-34.727",2005,-34.727,150.521,"Pelodryadidae","Litoria",34,14,2783,93
"Litoria wilcoxii","150.626,-33.78",2005,-33.78,150.626,"Pelodryadidae","Litoria",31,20,2783,93
"Litoria wilcoxii","151,-24.35",1999,-24.35,151,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","151,-24.386",1998,-24.386,151,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","151.006,-24.386",2005,-24.386,151.006,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","151.008,-24.363",1999,-24.363,151.008,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","151.029,-34.153",2005,-34.153,151.029,"Pelodryadidae","Litoria",11,1,2783,93
"Litoria wilcoxii","151.032,-24.404",2005,-24.404,151.032,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","151.032,-24.414",1999,-24.414,151.032,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","151.034,-24.413",2005,-24.413,151.034,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","151.163,-28.789",2007,-28.789,151.163,"Pelodryadidae","Litoria",15,0,2783,93
"Litoria wilcoxii","151.171,-28.775",2007,-28.775,151.171,"Pelodryadidae","Litoria",17,0,2783,93
"Litoria wilcoxii","151.172,-28.774",2007,-28.774,151.172,"Pelodryadidae","Litoria",2,0,2783,93
"Litoria wilcoxii","151.23,-33.1",2005,-33.1,151.23,"Pelodryadidae","Litoria",11,5,2783,93
"Litoria wilcoxii","151.485,-28.86",2007,-28.86,151.485,"Pelodryadidae","Litoria",43,1,2783,93
"Litoria wilcoxii","151.524,-28.989",2007,-28.989,151.524,"Pelodryadidae","Litoria",43,1,2783,93
"Litoria wilcoxii","151.6,-26.878",1999,-26.878,151.6,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","151.683,-24.133",1998,-24.133,151.683,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.01,-25.23",2005,-25.23,152.01,"Pelodryadidae","Litoria",42,0,2783,93
"Litoria wilcoxii","152.153,-25.153",1998,-25.153,152.153,"Pelodryadidae","Litoria",2,0,2783,93
"Litoria wilcoxii","152.175,-32.258",2005,-32.258,152.175,"Pelodryadidae","Litoria",29,0,2783,93
"Litoria wilcoxii","152.315,-27.975",2007,-27.975,152.315,"Pelodryadidae","Litoria",48,6,2783,93
"Litoria wilcoxii","152.336,-27.977",2007,-27.977,152.336,"Pelodryadidae","Litoria",47,6,2783,93
"Litoria wilcoxii","152.35,-27.983",1997,-27.983,152.35,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","152.358,-27.986",1998,-27.986,152.358,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.358,-27.986",1999,-27.986,152.358,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.358,-27.986",2000,-27.986,152.358,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","152.373,-28.342",2000,-28.342,152.373,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","152.461,-31.439",2005,-31.439,152.461,"Pelodryadidae","Litoria",12,2,2783,93
"Litoria wilcoxii","152.475,-26.694",1998,-26.694,152.475,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","152.475,-26.694",2000,-26.694,152.475,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.513,-26.737",2004,-26.737,152.513,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.528,-28.219",2000,-28.219,152.528,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.546,-26.757",2000,-26.757,152.546,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.554,-29.579",2005,-29.579,152.554,"Pelodryadidae","Litoria",35,9,2783,93
"Litoria wilcoxii","152.556,-26.72",2004,-26.72,152.556,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.579,-26.663",2004,-26.663,152.579,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.584,-30.919",2005,-30.919,152.584,"Pelodryadidae","Litoria",32,5,2783,93
"Litoria wilcoxii","152.585,-31.652",2005,-31.652,152.585,"Pelodryadidae","Litoria",7,0,2783,93
"Litoria wilcoxii","152.606,-26.681",2004,-26.681,152.606,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.607,-26.68",2006,-26.68,152.607,"Pelodryadidae","Litoria",123,23,2783,93
"Litoria wilcoxii","152.611,-26.693",2004,-26.693,152.611,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.62,-26.686",2004,-26.686,152.62,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.638,-26.651",2004,-26.651,152.638,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.653,-26.617",2005,-26.617,152.653,"Pelodryadidae","Litoria",34,20,2783,93
"Litoria wilcoxii","152.672,-26.207",2005,-26.207,152.672,"Pelodryadidae","Litoria",29,9,2783,93
"Litoria wilcoxii","152.675,-26.572",1999,-26.572,152.675,"Pelodryadidae","Litoria",2,0,2783,93
"Litoria wilcoxii","152.683,-26.617",1996,-26.617,152.683,"Pelodryadidae","Litoria",5,5,2783,93
"Litoria wilcoxii","152.691,-28.305",2000,-28.305,152.691,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.71,-27.144",2000,-27.144,152.71,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.721,-27.156",2000,-27.156,152.721,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.848,-26.561",2004,-26.561,152.848,"Pelodryadidae","Litoria",9,5,2783,93
"Litoria wilcoxii","152.856,-30.467",2005,-30.467,152.856,"Pelodryadidae","Litoria",36,0,2783,93
"Litoria wilcoxii","152.877,-26.84",2000,-26.84,152.877,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","152.904,-26.654",1999,-26.654,152.904,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","153.001,-30.332",1998,-30.332,153.001,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","153.094,-30.147",1998,-30.147,153.094,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","153.113,-28.193",1999,-28.193,153.113,"Pelodryadidae","Litoria",1,0,2783,93
"Litoria wilcoxii","153.129,-28.133",2005,-28.133,153.129,"Pelodryadidae","Litoria",30,16,2783,93
"Litoria wilcoxii","153.136,-28.204",1999,-28.204,153.136,"Pelodryadidae","Litoria",1,1,2783,93
"Litoria wilcoxii","153.138,-28.155",2005,-28.155,153.138,"Pelodryadidae","Litoria",30,23,2783,93
"Litoria wilcoxii","153.165,-28.148",2005,-28.148,153.165,"Pelodryadidae","Litoria",30,7,2783,93
"Litoria wilcoxii","153.169,-28.16",2005,-28.16,153.169,"Pelodryadidae","Litoria",31,18,2783,93
"Litoria wilcoxii","153.221,-28.226",2005,-28.226,153.221,"Pelodryadidae","Litoria",7,5,2783,93
"Litoria wilcoxii","153.226,-28.175",2007,-28.175,153.226,"Pelodryadidae","Litoria",67,17,2783,93
"Litoria wilcoxii","153.228,-28.177",2004,-28.177,153.228,"Pelodryadidae","Litoria",476,118,2783,93
"Litoria wilcoxii","153.228,-28.177",2005,-28.177,153.228,"Pelodryadidae","Litoria",193,62,2783,93
"Litoria wilcoxii","153.228,-28.177",2010,-28.177,153.228,"Pelodryadidae","Litoria",31,4,2783,93
"Litoria wilcoxii","153.232,-28.219",2005,-28.219,153.232,"Pelodryadidae","Litoria",31,7,2783,93
"Litoria wilcoxii","153.232,-28.219",2010,-28.219,153.232,"Pelodryadidae","Litoria",30,4,2783,93
"Litoria wilcoxii","153.232,-28.219",2013,-28.219,153.232,"Pelodryadidae","Litoria",282,64,2783,93
"Litoria wilcoxii","153.268,-28.284",2004,-28.284,153.268,"Pelodryadidae","Litoria",151,65,2783,93
"Litoria wilcoxii","153.306,-28.174",2005,-28.174,153.306,"Pelodryadidae","Litoria",31,18,2783,93
"Litoria wilcoxii","153.314,-28.155",2005,-28.155,153.314,"Pelodryadidae","Litoria",30,8,2783,93
"Litoria wilcoxii","153.324,-28.388",2005,-28.388,153.324,"Pelodryadidae","Litoria",35,10,2783,93
"Litoria wilcoxii","153.35,-28.238",2005,-28.238,153.35,"Pelodryadidae","Litoria",30,9,2783,93
"Litoria wilcoxii","153.396,-28.205",2005,-28.205,153.396,"Pelodryadidae","Litoria",30,7,2783,93
"Mixophyes fasciolatus","148.6,-21.017",2002,-21.017,148.6,"Myobatrachidae","Mixophyes",5,5,203,35
"Mixophyes fasciolatus","148.604,-21.03",1994,-21.03,148.604,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","148.615,-21.027",1994,-21.027,148.615,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","148.615,-21.027",1997,-21.027,148.615,"Myobatrachidae","Mixophyes",3,0,203,35
"Mixophyes fasciolatus","151.033,-24.4",2002,-24.4,151.033,"Myobatrachidae","Mixophyes",10,10,203,35
"Mixophyes fasciolatus","151.583,-26.083",2002,-26.083,151.583,"Myobatrachidae","Mixophyes",9,8,203,35
"Mixophyes fasciolatus","151.593,-26.874",2002,-26.874,151.593,"Myobatrachidae","Mixophyes",10,8,203,35
"Mixophyes fasciolatus","151.6,-26.867",2002,-26.867,151.6,"Myobatrachidae","Mixophyes",6,6,203,35
"Mixophyes fasciolatus","152.344,-27.98",2002,-27.98,152.344,"Myobatrachidae","Mixophyes",7,0,203,35
"Mixophyes fasciolatus","152.35,-25.483",1998,-25.483,152.35,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.35,-27.983",1996,-27.983,152.35,"Myobatrachidae","Mixophyes",2,0,203,35
"Mixophyes fasciolatus","152.35,-28.05",2002,-28.05,152.35,"Myobatrachidae","Mixophyes",10,10,203,35
"Mixophyes fasciolatus","152.358,-27.986",1997,-27.986,152.358,"Myobatrachidae","Mixophyes",4,0,203,35
"Mixophyes fasciolatus","152.358,-27.986",1999,-27.986,152.358,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.358,-27.986",2000,-27.986,152.358,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.363,-28.063",1996,-28.063,152.363,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.567,-26.717",2002,-26.717,152.567,"Myobatrachidae","Mixophyes",7,4,203,35
"Mixophyes fasciolatus","152.567,-27.967",2002,-27.967,152.567,"Myobatrachidae","Mixophyes",7,0,203,35
"Mixophyes fasciolatus","152.607,-26.68",2006,-26.68,152.607,"Myobatrachidae","Mixophyes",12,4,203,35
"Mixophyes fasciolatus","152.617,-26.7",2002,-26.7,152.617,"Myobatrachidae","Mixophyes",6,1,203,35
"Mixophyes fasciolatus","152.675,-26.572",1999,-26.572,152.675,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.707,-27.083",2000,-27.083,152.707,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.71,-27.144",2000,-27.144,152.71,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.72,-27.108",2002,-27.108,152.72,"Myobatrachidae","Mixophyes",10,9,203,35
"Mixophyes fasciolatus","152.75,-27.317",2002,-27.317,152.75,"Myobatrachidae","Mixophyes",10,7,203,35
"Mixophyes fasciolatus","152.763,-27.329",2001,-27.329,152.763,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.767,-27.333",1998,-27.333,152.767,"Myobatrachidae","Mixophyes",1,1,203,35
"Mixophyes fasciolatus","152.807,-26.513",1998,-26.513,152.807,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","152.833,-26.6",2002,-26.6,152.833,"Myobatrachidae","Mixophyes",10,10,203,35
"Mixophyes fasciolatus","153.1,-28.2",2002,-28.2,153.1,"Myobatrachidae","Mixophyes",8,7,203,35
"Mixophyes fasciolatus","153.113,-28.193",1999,-28.193,153.113,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","153.27,-28.189",2001,-28.189,153.27,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","153.272,-28.228",2001,-28.228,153.272,"Myobatrachidae","Mixophyes",51,5,203,35
"Mixophyes fasciolatus","153.277,-27.977",2001,-27.977,153.277,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fasciolatus","153.348,-28.237",2001,-28.237,153.348,"Myobatrachidae","Mixophyes",1,0,203,35
"Mixophyes fleayi","152.35,-27.983",1996,-27.983,152.35,"Myobatrachidae","Mixophyes",3,0,472,19
"Mixophyes fleayi","152.358,-27.986",2000,-27.986,152.358,"Myobatrachidae","Mixophyes",1,0,472,19
"Mixophyes fleayi","152.363,-28.063",1996,-28.063,152.363,"Myobatrachidae","Mixophyes",9,4,472,19
"Mixophyes fleayi","152.363,-28.063",2009,-28.063,152.363,"Myobatrachidae","Mixophyes",1,0,472,19
"Mixophyes fleayi","152.382,-28.051",1999,-28.051,152.382,"Myobatrachidae","Mixophyes",2,0,472,19
"Mixophyes fleayi","152.382,-28.054",1998,-28.054,152.382,"Myobatrachidae","Mixophyes",1,0,472,19
"Mixophyes fleayi","152.383,-28.033",2002,-28.033,152.383,"Myobatrachidae","Mixophyes",6,6,472,19
"Mixophyes fleayi","152.383,-28.049",2005,-28.049,152.383,"Myobatrachidae","Mixophyes",122,10,472,19
"Mixophyes fleayi","152.585,-26.714",2000,-26.714,152.585,"Myobatrachidae","Mixophyes",1,0,472,19
"Mixophyes fleayi","153.133,-28.217",2002,-28.217,153.133,"Myobatrachidae","Mixophyes",11,6,472,19
"Mixophyes fleayi","153.137,-28.223",2003,-28.223,153.137,"Myobatrachidae","Mixophyes",34,1,472,19
"Mixophyes fleayi","153.137,-28.223",2004,-28.223,153.137,"Myobatrachidae","Mixophyes",22,1,472,19
"Mixophyes fleayi","153.137,-28.223",2005,-28.223,153.137,"Myobatrachidae","Mixophyes",16,1,472,19
"Mixophyes fleayi","153.139,-28.219",1996,-28.219,153.139,"Myobatrachidae","Mixophyes",3,0,472,19
"Mixophyes fleayi","153.139,-28.219",2000,-28.219,153.139,"Myobatrachidae","Mixophyes",1,0,472,19
"Mixophyes fleayi","153.14,-28.218",2003,-28.218,153.14,"Myobatrachidae","Mixophyes",50,0,472,19
"Mixophyes fleayi","153.14,-28.218",2004,-28.218,153.14,"Myobatrachidae","Mixophyes",117,4,472,19
