eventID,length,lengthUnits,weight,weightUnits,fixative,institutionCode,institutionID,collectionCode,traditionalKnowledgeNotice,individualCount,preparationType,preservative,relaxant,typeStatus,nomenclaturalCode,associatedMedia,associatedReferences,references,license,informationWithheld,dynamicProperties,datasetName,sampleEnteredBy,catalogNumber,boldBIN,fieldNumber,genbankSpecimenVoucher,modifiedBy,modifiedReason,occurrenceRemarks,otherCatalogNumbers,materialSampleID,occurrenceID,organismID,organismQuantity,organismQuantityType,individualID,subProject,subSubProject,boldProcessID,voucherURI,voucherCatalogNumber,associatedTaxa,establishmentMeans,organismRemarks,identificationRemarks,class,colloquialName,nameOfIndividual,dayIdentified,basisOfRecord,family,genus,identifiedBy,identificationVerificationStatus,infraClass,infraOrder,kingdom,lifeStage,verbatimLifeStage,taxonRank,monthIdentified,morphospeciesDescription,morphospeciesMatch,order,phylum,previousIdentifications,scientificName,sex,specificEpithet,subClass,subFamily,subGenus,subOrder,subPhylum,infraspecificEpithet,subTribe,superClass,superFamily,superOrder,taxonRemarks,tribe,wormsID,yearIdentified,sampleMaterialProcessing,sampleSizeFractionation,sampleSize,sampleSizeUnits,sampleName,sampleCollectionDevice,bcid,expeditionCode,projectId,
317df90060ffeefbc228fb1a49be4eba,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. McDonald / AP, 2AP92-63kedit.xls, DbID 5634",,6951,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,fallax,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26951,release1,300,
317df90060ffeefbc228fb1a49be4eba,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. McDonald / AP, 2AP92-63kedit.xls, DbID 5609",,6954,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii/jungguy,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26954,release1,300,
317df90060ffeefbc228fb1a49be4eba,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. McDonald / AP, 2AP92-63kedit.xls, DbID 5630",,6955,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,peronii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26955,release1,300,
317df90060ffeefbc228fb1a49be4eba,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. McDonald / AP, 2AP92-63kedit.xls, DbID 5632",,6956,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,rubella,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26956,release1,300,
317df90060ffeefbc228fb1a49be4eba,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. McDonald / AP, 2AP92-63kedit.xls, DbID 5631",,6952,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,genimaculata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26952,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1904",,6703,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,rothii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26703,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1902",,6702,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,nasuta,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26702,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1912",,6698,,,,,,,,,,,,Native,Wild,,,,,,Event,,Limnodynastes,,,,,,,,,,,,,,,,,terraereginae,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26698,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1903",,6705,,,,,,,,,,,,Native,Wild,,,,,,Event,,Platyplectrum,,,,,,,,,,,,,,,,,ornatum,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26705,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | reported as L. lesueurii but in L. wilcoxii range after division into 3 spp.RichardRetallick, K. McDonald, K. McDonald, DbID 1901",,6701,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26701,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1908",,6704,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,rubella,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26704,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1895",,6699,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,inermis,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26699,release1,300,
3184398536e949e8c48654e60aadfe1a,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald, K. McDonald, DbID 1899",,6700,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,latopalmata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26700,release1,300,
318b5be65edce5a4c3f71ca6172dd123,,,,,,,,,,,,,,,,,"Pauza and Driessen 2008Pauza et al. 2010 | Pauza M, Driessen M (2008) Distribution and potential spread of amphibian chytrid fungus Batrachochytrium dendrobatidis in the Tasmanian Wilderness World Heritage Area. Report to the Biodiversity Conservation Branch, Department of Primary Industries and Water, Tasmania. February 2008. | Pauza MD, Driessen MM, Skerratt LF (2010) Distribution and risk factors for spread of amphibian chytrid fungus Batrachochytrium dendrobatidis in the Tasmanian Wilderness World Heritage Area, Australia. Diseases of Aquatic Organisms 92: 193_199. doi: 10.3354/dao02212",,,,,,,,,,,,," | KrisMurray, CNFN Tas., K. Murray, DbID 4385",,5950,,,,,,,,,,,,Native,Wild,,,,,,Event,,Unknown,,,,,,,,,,,,,,,,,sp.,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC25950,release1,300,
319ced8dfbf49430b0ec929337efad0b,,,,,,,,,,48,,,,,,,"Simpkins et al. 2010 | Simpkins C, Hero J-M, Van Sluys M (2010) Detecting the western limits for Batrachochytrium dendrobatidis in southeastern Queensland, Australia. Herpetological Review 41: 454_456.",,,,,,,,,,,,,Zero mortality observed | 6 km west of Great Dividing Range,,7740,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC27740,release1,300,
319ff9f9a602f5ca01f5404ba16f491d,,,,,,,,,,36,,,,,,,"Kriger et al. 2007 Conserv Biol | Kriger KM, Pereoglou F, Hero J-M (2007) Latitudinal variation in the prevalence and intensity of chytrid (Batrachochytrium dendrobatidis) infection in eastern Australia. Conservation Biology 21: 1280_1290.",,,,,,,,,,,,,"Zero mortality observed | species reported as L. lesueuriiL. jungguy and L. wilcoxii split off later, synonyms based on range maps",,1283,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC21283,release1,300,
31c84b64e396ef307be4074863fa8381,,,,,,,,,,15,,,,,,,"Skerratt et al. 2010 | Skerratt LF, McDonald KR, Hines HB, Berger L, Mendez D, Phillott AD, Cashins SD, Murray KA, Speare R (2010) Application of the survey protocol for chytridiomycosis to Queensland, Australia. Diseases of Aquatic Organisms 92: 117_129. doi: 10.3354/dao02272",,,,,,,,,,,,, | ephemeral water,,16290,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,latopalmata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC216290,release1,300,
320e08b348b2d1c490b430290fee51cd,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, R  Retallick, R. Retallick (Eungella), DbID 3574",,6694,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,revelata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26694,release1,300,
32158698ec3e1a1f672dc88ce71e2f1b,,,,,,,,,,25,,,,,,,"Grogan et al. 2016 | Grogan LF, Phillott AD, Scheele BC, Berger L, Cashins SD, Bell SC, Puschendorf R, Skerratt LF (2016) Endemicity of chytridiomycosis features pathogen overdispersion. Journal of Animal Ecology 85: 806_816. doi: 10.1111/1365-2656.12500",,,,,,,,,,,,,,,26753,,,,,,,,,,,,Native,,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,rheocola,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsP226753,release2,300,
3265af6bfc9004798088a80c338630ab,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. Aplin, K. Murray (K. Aplin sorted database), DbID 7695",,6305,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,moorei,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26305,release1,300,
3265af6bfc9004798088a80c338630ab,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. Aplin, K. Murray (K. Aplin sorted database), DbID 7769",,6304,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,adelaidensis,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26304,release1,300,
32686d7a0bf69a013b62a2eba367aacc,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, H. Hines, H. Hines, DbID 4985",,6385,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,alboguttata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26385,release1,300,
32d0a2b3200cba046086288d72aba84d,,,,,,,,,,<unk>,,,,,,,"Sapsford et al. 2013 | Sapsford SJ, Alford RA, Schwarzkopf L (2013) Elevation, temperature, and aquatic connectivity all influence the infection dynamics of the amphibian chytrid fungus in adult frogs. PLoS ONE 8(12): e82425. doi: 10.1371/journal.pone.0082425",,,,,,,,,,,,, | sample results not numerically broken down by location,,22657,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,rheocola,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC222657,release1,300,
33351dbd8a7141c6bbb957b5ae6ca3a4,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, J. M. Hero / Luke Shoo, L. Berger, DbID 2628",,6446,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26446,release1,300,
3355b3ee6d5f603aed16a328f2aaad74,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. Aplin, K. Murray (K. Aplin sorted database), DbID 9528",,6105,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,moorei,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26105,release1,300,
3358d25ab81f625befe7ba4361be8d0e,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, Monica Wangman, L. Berger, DbID 2545",,6170,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,gracilenta,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26170,release1,300,
3358d25ab81f625befe7ba4361be8d0e,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, Monica Wangman, L. Berger, DbID 2544",,6171,,,,,,,,,,,,Native,Wild,,,,,,Event,,Nyctimystes,,,,,,,,,,,,,,,,,infrafrenatus,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26171,release1,300,
3365474114afe18836f35e7ae2a16027,,,,,,,,,,,,,,,,,"Obendorf (2005)Obendorf and Dalton 2006 | Obendorf DL (2005) Application of field and diagnostic methods for chytridiomycosis in Tasmanian frogs. Central North Field Naturalists, Inc., Tasmania, Australia. | Obendorf DL, Dalton A (2006) A survey for the presence of the amphibian chytrid fungus (Batrachochytrium dendrobatidis) in Tasmania. Papers and Proceedings of the Royal Society of Tasmania 140: 25_29.",,,,,,,,,,,,," | KrisMurray, CNFN Tas., K. Murray, DbID 4334",,5918,,,,,,,,,,,,Native,Wild,,,,,,Event,,Unknown,,,,,,,,,,,,,,,,,sp.,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC25918,release1,300,
338fda5ab51872dca2cd8bac1c55b0ae,,,,,,,,,,20,,,,,,,"Howard et al. 2012 | Howard K, Clemann N, Antrobus J (2012) Assessment of the status of threatened herpetofauna following fire in sub alpine habitat at Lake Mountain and Mount Bullfight, near Marysville, north-east Victoria. Black Saturday Victoria 2009��_Natural values fire recovery program. Heidelberg, Victoria, Australia: Department of Sustainability and Environment. https://www.ari.vic.gov.au/__data/assets/pdf_file/0023/34961/VBRRA-P8-web-rev.pdf",,,,,,,,,,,,,,,31826,,,,,,,,,,,,Native,,,,,,,Event,,Crinia,,,,,,,,,,,,,,,,,signifera,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsP231826,release2,300,
33969531d4bba82fdfd97ab946960018,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | KrisMurray, K. Aplin, K. Murray (K. Aplin sorted database), DbID 7963",,6097,,,,,,,,,,,,Native,Wild,,,,,,Event,,Heleioporus,,,,,,,,,,,,,,,,,eyrei,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC26097,release1,300,
33d0f1bdf76a6f072af905ce54eca70a,,,,,,,,,,36,,,,,,,"Kriger et al. 2007 Conserv Biol | Kriger KM, Pereoglou F, Hero J-M (2007) Latitudinal variation in the prevalence and intensity of chytrid (Batrachochytrium dendrobatidis) infection in eastern Australia. Conservation Biology 21: 1280_1290.",,,,,,,,,,,,,"Zero mortality observed | species reported as L. lesueuriiL. jungguy and L. wilcoxii split off later, synonyms based on range maps",,1280,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,wilcoxii,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC21280,release1,300,
34021805e24fcc0c911864e6d9166bf4,,,,,,,,,,,,,,,,,"Murray et al. 2010 | Murray K, Retallick R, McDonald KR, Mendez D, Aplin K, Kirkpatrick P, Berger L, Hunter D, Hines HB, Campbell R, Pauza M, Driessen M, Speare R, Richards SJ, Mahony M, Freeman A, Phillott AD, Hero J-M, Kriger K, Driscoll D, Felton A, Puschendorf R, Skerratt LF (2010) The distribution and host range of the pandemic disease chytridiomycosis in Australia, spanning surveys from 1956_2007. Ecology 91(5): 1557. Ecological Archives E091_108. http://esapubs.org/archive/ecol/E091/108/",,,,,,,,,,,,," | RichardRetallick, K. McDonald / A. Freeman, K. McDonald, DbID 747",,7086,,,,,,,,,,,,Native,Wild,,,,,,Event,,Litoria,,,,,,,,,,,,,,,,,genimaculata,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsC27086,release1,300,
